article_id,article_title,predicted_label,actual_label,confidence,explanation,manual_score
FNSPID_10697,10 Healthcare Stocks Moving In Tuesday's Pre-Market Session,up,down,0.4187,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""10 Healthcare Stocks Moving In Tuesday's Pre-Market Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04809,'Fast Money' Picks For October 14,neutral,up,0.3861,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""'Fast Money' Picks For October 14"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_03603,"Trump Says First Phase Of US, Japan Trade Deal Will Open Up Markets To $7B Of US Products, Reached Deal On Robust Commitments For $40B Of Digital Trade",up,neutral,0.4221,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Trump Says First Phase Of US, Japan Trade Deal Will Open Up Markets To $7B Of US Products, Reached Deal On Robust Commitments For $40B Of Digital Trade"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02608,"Benzinga's Top Upgrades, Downgrades For November 12, 2019",up,down,0.3896,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Benzinga's Top Upgrades, Downgrades For November 12, 2019"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_06690,"Stifel Maintains Buy on Halliburton, Lowers Price Target to $26",up,up,0.3714,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Stifel Maintains Buy on Halliburton, Lowers Price Target to $26"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_07653,"Kroger Shares Unaffected Following Co. Press Release Highlighting Women In California, Colorado, Idaho, New Mexico, Oregon, Utah, Washington Can Obtain Contraceptives From A Kroger Health Pharmacy",up,down,0.3662,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Kroger Shares Unaffected Following Co. Press Release Highlighting Women In California, Colorado, Idaho, New Mexico, Oregon, Utah, Washington Can Obtain Contraceptives From A Kroger Health Pharmacy"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_08166,"Wedbush Maintains Neutral on Kohl's, Lowers Price Target to $50",up,neutral,0.3556,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Wedbush Maintains Neutral on Kohl's, Lowers Price Target to $50"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_10103,Shares of several oil and gas companies are trading higher after OPEC cut its oil production growth forecast. An IEA report also indicated global oil demand growth in Q3.,up,down,0.3855,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several oil and gas companies are trading higher after OPEC cut its oil production growth forecast. An IEA report also indicated global oil demand growth in Q3."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02619,CSX Agrees To Purchase About 4.7M Shares Of Common Stock From Mantle Ridge,neutral,down,0.3688,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""CSX Agrees To Purchase About 4.7M Shares Of Common Stock From Mantle Ridge"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_04756,"Celadon, Biggest Bankruptcy In Truckload History Expected By Mid-Week",up,neutral,0.3671,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Celadon, Biggest Bankruptcy In Truckload History Expected By Mid-Week"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02674,OmniTRAX Acquires Shortline Railroad Assets In Northern Ohio,neutral,up,0.3588,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""OmniTRAX Acquires Shortline Railroad Assets In Northern Ohio"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_14139,16 Technology Stocks Moving In Wednesday's Pre-Market Session,up,neutral,0.4214,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""16 Technology Stocks Moving In Wednesday's Pre-Market Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_11148,"Shares of oil & gas companies are trading higher following multiple positive US-China trade developments, including a tweet from President Trump suggesting the US is 'very close' to a deal.",up,neutral,0.4065,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of oil & gas companies are trading higher following multiple positive US-China trade developments, including a tweet from President Trump suggesting the US is 'very close' to a deal."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_09790,"Goldman Sachs Reinstates Neutral on Occidental Petroleum, Announces $52.5 Price Target",up,up,0.3772,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Goldman Sachs Reinstates Neutral on Occidental Petroleum, Announces $52.5 Price Target"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02594,CSX And Virginia To Create Separate Freight And Passenger Rail Routes,neutral,neutral,0.4276,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""CSX And Virginia To Create Separate Freight And Passenger Rail Routes"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_04907,"Apple, Twitter And More 'Fast Money' Picks For September 9",neutral,up,0.4044,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Apple, Twitter And More 'Fast Money' Picks For September 9"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_05649,"Baird Maintains Neutral, $6 Target On Gamestop As Firm Notes Co's 'Strategic update provides new focus, but headwinds remain strong' As Firm Notes 'the near-term impact of an ending console cycle is likely to more than offset any material improvements'",up,neutral,0.4279,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Baird Maintains Neutral, $6 Target On Gamestop As Firm Notes Co's 'Strategic update provides new focus, but headwinds remain strong' As Firm Notes 'the near-term impact of an ending console cycle is likely to more than offset any material improvements'"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_09218,"Deutsche Bank Maintains Buy on Medtronic, Raises Price Target to $111",up,up,0.3616,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Deutsche Bank Maintains Buy on Medtronic, Raises Price Target to $111"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04139,BofA Upgrades Freeport-McMoRan In Anticipation Of Grasberg Contribution,up,neutral,0.3613,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""BofA Upgrades Freeport-McMoRan In Anticipation Of Grasberg Contribution"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04705,Today's Pickup: Isuzu Motors To Acquire Volvo's UD Trucks For $2.3 Billion,up,neutral,0.3668,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Today's Pickup: Isuzu Motors To Acquire Volvo's UD Trucks For $2.3 Billion"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_12614,'Their Model Continues To Thrive': TJX Analysts React To Q3 Earnings Beat,up,neutral,0.4054,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""'Their Model Continues To Thrive': TJX Analysts React To Q3 Earnings Beat"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_06101,JP Morgan Downgrades Groupon to Underweight,up,neutral,0.3726,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""JP Morgan Downgrades Groupon to Underweight"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04186,Stocks That Hit 52-Week Lows On Wednesday,neutral,up,0.3398,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Stocks That Hit 52-Week Lows On Wednesday"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_03619,"Benzinga Pro Mid-Day Price Check For Regional ETFs: Canada (EWC) Up 0.4, China (FXI) Up 0.4%, Brazil (EWZ) Up 0.3%, Russia (RSX) Up 0.3%, Japan (EWJ) Up 0.2%, Australia (EWA) Up 0.1%, India (INDA) Down 0.1%, US (SPY) Down 0.3%",neutral,neutral,0.4762,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Benzinga Pro Mid-Day Price Check For Regional ETFs: Canada (EWC) Up 0.4, China (FXI) Up 0.4%, Brazil (EWZ) Up 0.3%, Russia (RSX) Up 0.3%, Japan (EWJ) Up 0.2%, Australia (EWA) Up 0.1%, India (INDA) Down 0.1%, US (SPY) Down 0.3%"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_01167,Shares of several financial companies are trading lower in sympathy with the overall market on continued fears of a recession amid a weak ADP jobs report. There is also uncertainty in the market over the upcoming U.S.-China meeting next week.,up,neutral,0.363,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several financial companies are trading lower in sympathy with the overall market on continued fears of a recession amid a weak ADP jobs report. There is also uncertainty in the market over the upcoming U.S.-China meeting next week."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_07682,"7 Stocks To Watch For September 12, 2019",up,up,0.4154,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""7 Stocks To Watch For September 12, 2019"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04783,"Uber Shares Hit The Curb After Earnings, But Trade Optimism Continues To Lift Market",up,down,0.3991,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Uber Shares Hit The Curb After Earnings, But Trade Optimism Continues To Lift Market"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_10714,"The Daily Biotech Pulse: Translate Bio Halts mRNA Therapy Trial, Roche Multiple Sclerosis Biomarker Data, D-Day For Xeris",neutral,neutral,0.4111,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""The Daily Biotech Pulse: Translate Bio Halts mRNA Therapy Trial, Roche Multiple Sclerosis Biomarker Data, D-Day For Xeris"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_06719,No Zip: Energy Sector Q3 Seen Weak Despite Attack On Oil Supplies,up,up,0.4212,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""No Zip: Energy Sector Q3 Seen Weak Despite Attack On Oil Supplies"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14685,Western Digital shares are trading higher after the company announced the sale of IntelliFlash business to DDN and it intends to exit storage systems.,up,down,0.3873,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Western Digital shares are trading higher after the company announced the sale of IntelliFlash business to DDN and it intends to exit storage systems."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04843,Mike Khouw Sees Unusual Activity In FedEx,up,down,0.393,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Mike Khouw Sees Unusual Activity In FedEx"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04115,Freeport-McMoRan Shares Fall Modestly Over Last Few Mins. Following Large Block Trade Of 1.5M Shares At $13.10/Share,up,neutral,0.4079,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Freeport-McMoRan Shares Fall Modestly Over Last Few Mins. Following Large Block Trade Of 1.5M Shares At $13.10/Share"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00143,Shares of several retail companies are trading higher in sympathy with Target after the company reported better-than-expected Q2 EPS and sales and raised FY19 guidance.,up,up,0.4133,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several retail companies are trading higher in sympathy with Target after the company reported better-than-expected Q2 EPS and sales and raised FY19 guidance."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_13146,"BMO Capital Maintains Outperform on Tyson Foods, Raises Price Target to $98",up,up,0.3744,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""BMO Capital Maintains Outperform on Tyson Foods, Raises Price Target to $98"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14164,Stocks That Hit 52-Week Highs On Tuesday,up,down,0.355,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Stocks That Hit 52-Week Highs On Tuesday"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04706,"UPDATE: Bank Of America Reiterates Neutral On FedEx, Lowers Target To $163 Notes 'We believe FedEx shares reflect overhang from higher Express/ TNT costs, economic and trade overhang, and the lost Amazon Ground and Express business'",up,neutral,0.4341,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UPDATE: Bank Of America Reiterates Neutral On FedEx, Lowers Target To $163 Notes 'We believe FedEx shares reflect overhang from higher Express/ TNT costs, economic and trade overhang, and the lost Amazon Ground and Express business'"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_06093,42 Stocks Moving In Tuesday's Mid-Day Session,up,neutral,0.4439,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""42 Stocks Moving In Tuesday's Mid-Day Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04718,"Bank of America Reiterates Neutral on FedEx, Lowers Price Target to $163",up,neutral,0.3592,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Bank of America Reiterates Neutral on FedEx, Lowers Price Target to $163"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00680,"Hearing EU Antitrust Regulator Will, In Oct., Give Broadcom Interim Order To Stop Anti-Competitive Practices",neutral,down,0.3783,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Hearing EU Antitrust Regulator Will, In Oct., Give Broadcom Interim Order To Stop Anti-Competitive Practices"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_02126,UPDATE: Baird's Coldwell Also Attributes Weakness In Pharmacy Services To A Hodgepodge Of Other/Less Impactful Items Such As:,up,neutral,0.3691,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UPDATE: Baird's Coldwell Also Attributes Weakness In Pharmacy Services To A Hodgepodge Of Other/Less Impactful Items Such As:"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_01605,"Benzinga's Top Upgrades, Downgrades For November 6, 2019",up,neutral,0.391,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Benzinga's Top Upgrades, Downgrades For November 6, 2019"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_11225,Schlumberger shares are trading higher after Morgan Stanley upgraded the stock from Equal-Weight to Overweight rating.,up,neutral,0.4098,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Schlumberger shares are trading higher after Morgan Stanley upgraded the stock from Equal-Weight to Overweight rating."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_09144,ViewRay Signs MOU For Collaboration With Elekta And Medtronic,up,neutral,0.3785,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""ViewRay Signs MOU For Collaboration With Elekta And Medtronic"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00616,UPDATE: Broadcom's RF Wireless Chip Unit Could Be Worth $10B,up,down,0.372,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UPDATE: Broadcom's RF Wireless Chip Unit Could Be Worth $10B"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04129,Freeport-McMoRan Option Alert: Dec 13 $11.5 Calls Sweep (13) above Ask!: 932 @ $0.38 vs 6343 OI; Earnings 1/23 Before Open [est] Ref=$11.545,up,down,0.4236,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Freeport-McMoRan Option Alert: Dec 13 $11.5 Calls Sweep (13) above Ask!: 932 @ $0.38 vs 6343 OI; Earnings 1/23 Before Open [est] Ref=$11.545"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02119,Cigna shares are trading higher after the company announced the sale of its group life and disability insurance business to New York Life for $6.3 billion. The company also raised its buyback authorization to $4 billion.,up,neutral,0.4079,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Cigna shares are trading higher after the company announced the sale of its group life and disability insurance business to New York Life for $6.3 billion. The company also raised its buyback authorization to $4 billion."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_06710,Halliburton shares are trading higher after Citigroup maintained its Buy rating on the stock.,up,up,0.3986,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Halliburton shares are trading higher after Citigroup maintained its Buy rating on the stock."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_08754,Shares of several drug companies are trading higher after Senate Majority Leader McConnell suggested a new Democratic drug price reform proposal would be dead on arrival.,up,down,0.3775,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several drug companies are trading higher after Senate Majority Leader McConnell suggested a new Democratic drug price reform proposal would be dead on arrival."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_12628,TJX Shares Quiet Despite Comment On Q3 Earnings Conference Call Mgmt Has Started To See Some Pressure On Margins Directly Sourced From China,up,down,0.4228,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""TJX Shares Quiet Despite Comment On Q3 Earnings Conference Call Mgmt Has Started To See Some Pressure On Margins Directly Sourced From China"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14643,Western Digital shares are trading higher after analysts at Susquehanna upgraded its rating of the stock from Neutral to Positive.,up,up,0.4114,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Western Digital shares are trading higher after analysts at Susquehanna upgraded its rating of the stock from Neutral to Positive."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_07285,Cramer To Trump: Listen To Home Depot CFO's Comments On Trade,neutral,neutral,0.3791,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Cramer To Trump: Listen To Home Depot CFO's Comments On Trade"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_02161,BMO Capital Upgrades Cigna to Outperform,up,neutral,0.3739,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""BMO Capital Upgrades Cigna to Outperform"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14141,"Morgan Stanley Maintains Equal-Weight on Texas Instruments, Lowers Price Target to $109",up,neutral,0.3578,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Morgan Stanley Maintains Equal-Weight on Texas Instruments, Lowers Price Target to $109"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04829,8 Industrials Stocks Moving In Wednesday's Pre-Market Session,up,neutral,0.4388,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""8 Industrials Stocks Moving In Wednesday's Pre-Market Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14129,"Earnings Deluge As Twitter, Ford, 3M Fall While Tesla, Microsoft Rise; Amazon Later",up,up,0.3563,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Earnings Deluge As Twitter, Ford, 3M Fall While Tesla, Microsoft Rise; Amazon Later"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14117,Shares of semiconductor companies are trading higher after President Trump tweeted the US and China are 'getting very close to a big deal.',up,neutral,0.3842,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of semiconductor companies are trading higher after President Trump tweeted the US and China are 'getting very close to a big deal.'"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02176,"Cigna, CVS Developing Programs to Help Employers Afford Gene Therapies That Can Cost $2M+",up,up,0.3627,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Cigna, CVS Developing Programs to Help Employers Afford Gene Therapies That Can Cost $2M+"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_12095,"Credit Suisse Maintains Outperform on Constellation Brands, Raises Price Target to $233",up,neutral,0.3631,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Credit Suisse Maintains Outperform on Constellation Brands, Raises Price Target to $233"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_12639,"Wedbush Maintains Neutral on TJX Companies, Raises Price Target to $60",up,neutral,0.3876,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Wedbush Maintains Neutral on TJX Companies, Raises Price Target to $60"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_07304,A Peek Into The Markets: US Stock Futures Flat Ahead Of Retail Earnings,up,up,0.4004,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""A Peek Into The Markets: US Stock Futures Flat Ahead Of Retail Earnings"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_03606,"Benzinga Pro Mid-Day Price Check For Regional ETFs: US (SPY) Up 0.1%, Australia (EWA) Down 0.3%, Canada (EWC) Down 0.5%, Japan (EWJ) Down 0.9%, Brazil (EWZ) Down 0.9%, India (INDA) Down 0.9%, China (FXI) Down 1.1%, Russia (RSX) Down 1.6%",neutral,neutral,0.4642,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Benzinga Pro Mid-Day Price Check For Regional ETFs: US (SPY) Up 0.1%, Australia (EWA) Down 0.3%, Canada (EWC) Down 0.5%, Japan (EWJ) Down 0.9%, Brazil (EWZ) Down 0.9%, India (INDA) Down 0.9%, China (FXI) Down 1.1%, Russia (RSX) Down 1.6%"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_07276,"Summer Doldrums Explode Along With Tariff War, Tweets",neutral,neutral,0.3547,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Summer Doldrums Explode Along With Tariff War, Tweets"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_07281,"A Look At Benzinga Pro's Most-Searched Tickers For August 21, 2019",neutral,neutral,0.3819,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""A Look At Benzinga Pro's Most-Searched Tickers For August 21, 2019"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_05485,"Gilead and Eisai Enter Into Agreement in Japan for the Co-Promotion of the Investigational Rheumatoid Arthritis Therapy Filgotinib, Pending Regulatory Approval",up,neutral,0.3729,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Gilead and Eisai Enter Into Agreement in Japan for the Co-Promotion of the Investigational Rheumatoid Arthritis Therapy Filgotinib, Pending Regulatory Approval"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_09207,32 Stocks Moving in Tuesday's Pre-Market Session,up,neutral,0.4361,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""32 Stocks Moving in Tuesday's Pre-Market Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_05678,GameStop shares are trading higher after Michael Burry announced a long position in the company.,up,down,0.3897,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""GameStop shares are trading higher after Michael Burry announced a long position in the company."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00139,American Eagle Outfitters Option Alert: Sep 6 $18 Calls at the Ask: 1500 @ $0.551 vs 287 OI; Earnings 8/28 Before Open [est] Ref=$16.875,up,down,0.4173,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""American Eagle Outfitters Option Alert: Sep 6 $18 Calls at the Ask: 1500 @ $0.551 vs 287 OI; Earnings 8/28 Before Open [est] Ref=$16.875"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_07269,East Coast Freight Markets Distorted By Dorian Response,up,neutral,0.361,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""East Coast Freight Markets Distorted By Dorian Response"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_09798,10 Biggest Price Target Changes For Monday,up,neutral,0.351,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""10 Biggest Price Target Changes For Monday"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04834,DHL Express Hikes US Rates 5.9% For 2020,up,down,0.4042,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""DHL Express Hikes US Rates 5.9% For 2020"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_11161,Shares of several oil & gas companies are trading lower after Saudi Arabia's crude exports fell from 6.88M to 6.67M barrels per day in September indicating a lower demand for oil and gas.,down,down,0.3883,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several oil & gas companies are trading lower after Saudi Arabia's crude exports fell from 6.88M to 6.67M barrels per day in September indicating a lower demand for oil and gas."" reads as a down signal for the stock, which is consistent with a downward next-day move.",
FNSPID_01171,Shares of several financial companies are trading lower after the Fed cut interest rates by another quarter point. NOTE: A interest rate cut limits the profits that banks make because they get less when they lend money to clients.,up,neutral,0.3573,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several financial companies are trading lower after the Fed cut interest rates by another quarter point. NOTE: A interest rate cut limits the profits that banks make because they get less when they lend money to clients."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_11164,Shares of several oil & gas companies are trading lower on concerns of slower economic growth and oil demand after Trump gave mixed messages about U.S.-China trade talks and did not mention any specifics about progress in negotiations.,up,down,0.378,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several oil & gas companies are trading lower on concerns of slower economic growth and oil demand after Trump gave mixed messages about U.S.-China trade talks and did not mention any specifics about progress in negotiations."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04852,Today's Pickup: Germany Moves To Tighten Rules On Delivery Subcontractors,up,up,0.3735,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Today's Pickup: Germany Moves To Tighten Rules On Delivery Subcontractors"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_11153,"Home Depot, Schlumberger And More 'Fast Money' Picks For Dec. 3",neutral,up,0.3608,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Home Depot, Schlumberger And More 'Fast Money' Picks For Dec. 3"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_09754,"Shares of several oil & gas companies are trading higher on optimism around the U.S.-China trade deal. China's factory activity expanded and U.S. job growth slowed less than expected in October, signaling optimism around the global economy.",up,up,0.4081,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several oil & gas companies are trading higher on optimism around the U.S.-China trade deal. China's factory activity expanded and U.S. job growth slowed less than expected in October, signaling optimism around the global economy."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_07657,Kroger shares are trading lower after Jefferies downgraded the company's stock from Buy to Hold and lowered the price target from $29 to $26.,up,up,0.3719,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Kroger shares are trading lower after Jefferies downgraded the company's stock from Buy to Hold and lowered the price target from $29 to $26."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04698,"UPDATE: Morgan Stanley Maintains Equal-Weight On FedEx, Lowers Target To $109 Notes 'We thought that EPS had bottomed after 1Q but we were wrong'",up,neutral,0.3885,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UPDATE: Morgan Stanley Maintains Equal-Weight On FedEx, Lowers Target To $109 Notes 'We thought that EPS had bottomed after 1Q but we were wrong'"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04165,"UBS Upgrades Freeport-McMoRan On Sell-Off, Projects Rising Copper Prices",up,up,0.3908,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UBS Upgrades Freeport-McMoRan On Sell-Off, Projects Rising Copper Prices"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_08765,Eli Lilly Reports FDA Accepted Application To Enter Complex Innovative Trial Designs Pilot Meeting Program,neutral,neutral,0.3642,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Eli Lilly Reports FDA Accepted Application To Enter Complex Innovative Trial Designs Pilot Meeting Program"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
